Order ID,Customer Name,Product Name,Category,Order Date,Ship Date,Region,Country,Sales Channel,Quantity,Price per Unit,Total Sales,Profit Margin (%),Order Status,Customer Rating
AMZ15217,Customer 949,Product 193,Electronics,2024-07-17,2024-07-25,North America,Australia,Offline,4,367.63,1470.52,42.84,Cancelled,1.3
AMZ15218,Customer 3057,Product 652,Toys,2021-01-06,2021-01-14,Asia,Brazil,Online,11,141.09,1551.99,21.54,Returned,2.3
AMZ15219,Customer 737,Product 821,Clothing,2020-10-08,2020-10-11,Australia,Brazil,Offline,12,441.38,5296.56,46.82,Delivered,2.4
AMZ15220,Customer 2011,Product 158,Beauty,2024-05-25,2024-06-02,Australia,United States,Online,11,295.72,3252.92,31.53,Returned,3.3
AMZ15221,Customer 329,Product 822,Clothing,2023-09-13,2023-09-21,South America,Canada,Offline,11,309.15,3400.65,29.89,Cancelled,2.8
AMZ15222,Customer 4380,Product 937,Sports,2022-02-17,2022-02-24,Africa,India,Online,19,85.58,1626.02,44.8,Cancelled,2.1
AMZ15223,Customer 1322,Product 651,Toys,2024-07-05,2024-07-13,North America,United States,Online,1,404.58,404.58,11.35,Pending,3.7
AMZ15224,Customer 3364,Product 315,Books,2024-04-30,2024-05-06,North America,United States,Online,7,350.27,2451.89,21.84,Cancelled,2.9
AMZ15225,Customer 4420,Product 577,Toys,2024-11-20,2024-11-27,Europe,India,Online,15,429.33,6439.95,25.14,Delivered,4.4
AMZ15226,Customer 4091,Product 273,Books,2024-08-29,2024-08-30,Australia,United Kingdom,Online,19,338.0,6422.0,47.24,Pending,2.2
AMZ15227,Customer 4293,Product 300,Clothing,2024-12-25,2024-12-30,Europe,United Kingdom,Offline,11,119.05,1309.55,37.83,Cancelled,3.8
AMZ15228,Customer 1633,Product 860,Sports,2022-07-04,2022-07-06,Asia,United States,Offline,12,316.23,3794.76,20.15,Returned,1.1
AMZ15229,Customer 2113,Product 90,Home,2021-08-22,2021-08-30,Africa,United States,Offline,4,144.02,576.08,20.62,Delivered,3.1
AMZ15230,Customer 3434,Product 716,Clothing,2024-04-26,2024-05-01,North America,Canada,Offline,20,472.17,9443.4,28.8,Cancelled,3.0
AMZ15231,Customer 1828,Product 473,Books,2022-07-31,2022-08-05,South America,Brazil,Offline,8,445.72,3565.76,14.38,Returned,4.2
AMZ15232,Customer 4197,Product 328,Books,2023-06-05,2023-06-08,South America,India,Online,12,119.66,1435.92,26.92,Returned,4.2
AMZ15233,Customer 2271,Product 185,Toys,2021-04-04,2021-04-05,South America,Germany,Offline,20,245.46,4909.2,10.26,Delivered,3.7
AMZ15234,Customer 3508,Product 795,Beauty,2020-10-09,2020-10-11,Australia,United Kingdom,Online,17,124.11,2109.87,19.88,Delivered,2.1
AMZ15235,Customer 4950,Product 702,Toys,2020-02-22,2020-02-26,Australia,Brazil,Online,8,242.75,1942.0,45.2,Cancelled,2.8
AMZ15236,Customer 2254,Product 403,Sports,2020-04-12,2020-04-22,North America,Brazil,Online,1,418.68,418.68,46.17,Delivered,4.6
AMZ15237,Customer 452,Product 482,Electronics,2023-06-21,2023-06-28,Asia,Germany,Offline,19,84.67,1608.73,43.13,Cancelled,1.5
AMZ15238,Customer 2351,Product 742,Clothing,2020-05-28,2020-05-31,Asia,Germany,Offline,15,377.43,5661.45,38.3,Returned,4.7
AMZ15239,Customer 1247,Product 227,Beauty,2023-10-28,2023-11-04,North America,Australia,Offline,16,152.56,2440.96,16.69,Pending,4.2
AMZ15240,Customer 3853,Product 26,Electronics,2022-12-01,2022-12-07,Africa,United Kingdom,Online,9,366.78,3301.02,24.68,Returned,4.1
AMZ15241,Customer 4917,Product 725,Beauty,2023-04-05,2023-04-12,South America,India,Offline,10,476.31,4763.1,12.53,Pending,1.7
AMZ15242,Customer 3754,Product 149,Home,2023-07-18,2023-07-28,Europe,United Kingdom,Offline,10,374.84,3748.4,46.88,Delivered,4.8
AMZ15243,Customer 2415,Product 289,Toys,2020-01-13,2020-01-14,Australia,Australia,Offline,16,440.68,7050.88,29.83,Delivered,3.3
AMZ15244,Customer 1075,Product 445,Beauty,2024-09-27,2024-09-28,Africa,Brazil,Offline,17,77.53,1318.01,29.36,Delivered,4.1
AMZ15245,Customer 54,Product 85,Sports,2023-02-18,2023-02-22,Europe,Germany,Offline,6,203.85,1223.1,26.37,Returned,1.6
AMZ15246,Customer 2403,Product 730,Toys,2020-04-20,2020-04-30,Australia,United States,Offline,18,402.0,7236.0,48.68,Pending,1.3
AMZ15247,Customer 868,Product 118,Electronics,2020-07-05,2020-07-15,Europe,Australia,Offline,17,219.37,3729.29,9.41,Cancelled,1.0
AMZ15248,Customer 987,Product 349,Home,2022-03-28,2022-04-01,Europe,United Kingdom,Offline,19,163.8,3112.2,20.19,Returned,3.1
AMZ15249,Customer 3278,Product 815,Toys,2022-12-26,2022-12-29,Asia,United States,Online,18,301.88,5433.84,20.63,Delivered,3.3
AMZ15250,Customer 412,Product 777,Sports,2020-10-15,2020-10-23,Australia,Brazil,Offline,9,486.44,4377.96,6.98,Cancelled,2.5
AMZ15251,Customer 2813,Product 742,Clothing,2024-01-21,2024-01-30,Australia,United Kingdom,Online,11,364.41,4008.51,20.86,Returned,2.0
AMZ15252,Customer 2040,Product 334,Beauty,2024-10-11,2024-10-15,Europe,Canada,Offline,4,394.81,1579.24,38.79,Cancelled,4.4
AMZ15253,Customer 3798,Product 359,Books,2023-07-30,2023-08-08,Europe,Brazil,Online,1,69.78,69.78,47.87,Pending,2.4
AMZ15254,Customer 1289,Product 408,Clothing,2021-07-20,2021-07-24,Asia,Brazil,Offline,15,233.15,3497.25,41.92,Pending,3.1
AMZ15255,Customer 2985,Product 233,Books,2024-04-01,2024-04-07,Africa,Canada,Online,2,48.71,97.42,45.6,Delivered,3.2
AMZ15256,Customer 2903,Product 562,Clothing,2022-09-05,2022-09-07,Asia,India,Offline,10,138.56,1385.6,12.66,Cancelled,1.6
AMZ15257,Customer 1439,Product 764,Electronics,2020-12-10,2020-12-14,South America,Germany,Online,18,280.3,5045.4,25.39,Cancelled,3.6
AMZ15258,Customer 1764,Product 656,Home,2024-08-04,2024-08-12,Asia,India,Offline,16,136.76,2188.16,28.44,Cancelled,3.7
AMZ15259,Customer 797,Product 409,Toys,2023-06-04,2023-06-06,Europe,United Kingdom,Online,16,475.53,7608.48,28.54,Cancelled,3.5
AMZ15260,Customer 4617,Product 667,Electronics,2024-12-15,2024-12-16,Africa,Germany,Online,10,444.06,4440.6,13.47,Cancelled,1.8
AMZ15261,Customer 2121,Product 934,Toys,2022-01-09,2022-01-14,North America,Canada,Offline,16,167.85,2685.6,18.81,Delivered,1.2
AMZ15262,Customer 3989,Product 849,Books,2021-08-27,2021-09-05,Africa,Canada,Offline,10,326.3,3263.0,25.05,Returned,1.1
AMZ15263,Customer 2528,Product 851,Electronics,2024-03-04,2024-03-13,Asia,Germany,Online,8,44.17,353.36,34.85,Delivered,4.1
AMZ15264,Customer 4179,Product 80,Clothing,2022-08-08,2022-08-11,Asia,Australia,Offline,4,178.03,712.12,5.5,Cancelled,4.5
AMZ15265,Customer 2602,Product 696,Electronics,2022-06-17,2022-06-21,South America,United Kingdom,Online,20,47.58,951.6,27.28,Pending,2.9
AMZ15266,Customer 3977,Product 962,Home,2023-07-19,2023-07-28,North America,Germany,Online,6,147.09,882.54,31.23,Delivered,3.3
AMZ15267,Customer 4279,Product 585,Home,2022-05-02,2022-05-04,Australia,United Kingdom,Online,16,474.21,7587.36,44.45,Pending,3.4
AMZ15268,Customer 4312,Product 333,Toys,2020-11-05,2020-11-10,South America,United Kingdom,Online,16,344.27,5508.32,13.45,Pending,1.9
AMZ15269,Customer 3177,Product 563,Clothing,2020-07-03,2020-07-08,Asia,Canada,Online,15,419.82,6297.3,10.83,Delivered,2.9
AMZ15270,Customer 4737,Product 989,Electronics,2024-03-01,2024-03-02,South America,Brazil,Offline,8,43.07,344.56,8.05,Returned,4.9
AMZ15271,Customer 1314,Product 643,Toys,2021-02-12,2021-02-14,Asia,Australia,Online,4,356.96,1427.84,33.08,Returned,3.6
AMZ15272,Customer 1113,Product 149,Home,2023-02-08,2023-02-14,Africa,United Kingdom,Offline,11,492.74,5420.14,14.41,Cancelled,2.3
AMZ15273,Customer 446,Product 61,Electronics,2023-09-14,2023-09-20,Europe,Australia,Offline,2,284.61,569.22,32.61,Cancelled,4.5
AMZ15274,Customer 738,Product 654,Toys,2023-08-29,2023-09-02,Australia,Australia,Online,10,168.66,1686.6,19.56,Returned,3.0
AMZ15275,Customer 380,Product 617,Books,2022-08-05,2022-08-09,Africa,United States,Offline,4,121.03,484.12,38.26,Delivered,3.6
AMZ15276,Customer 1249,Product 892,Home,2021-06-27,2021-06-28,South America,India,Offline,15,385.51,5782.65,17.23,Delivered,1.2
AMZ15277,Customer 3530,Product 790,Electronics,2023-04-22,2023-04-26,North America,United Kingdom,Online,16,156.46,2503.36,16.5,Cancelled,1.6
AMZ15278,Customer 3044,Product 298,Electronics,2021-02-01,2021-02-02,Australia,Germany,Online,8,174.0,1392.0,48.84,Delivered,4.0
AMZ15279,Customer 3972,Product 330,Home,2024-02-25,2024-03-01,Europe,United States,Online,11,19.54,214.94,44.21,Pending,3.5
AMZ15280,Customer 4860,Product 756,Books,2024-03-21,2024-03-29,Australia,Australia,Online,11,431.1,4742.1,43.86,Delivered,2.1
AMZ15281,Customer 1013,Product 417,Electronics,2021-07-03,2021-07-07,Europe,Germany,Offline,9,131.56,1184.04,27.34,Delivered,4.2
AMZ15282,Customer 2659,Product 33,Beauty,2024-01-23,2024-02-01,Africa,Australia,Offline,2,176.28,352.56,16.59,Delivered,3.9
AMZ15283,Customer 4802,Product 356,Beauty,2023-08-20,2023-08-24,Africa,Germany,Online,7,42.64,298.48,21.38,Delivered,2.5
AMZ15284,Customer 51,Product 590,Toys,2023-01-29,2023-02-06,Asia,Australia,Offline,7,458.46,3209.22,12.22,Returned,2.4
AMZ15285,Customer 3021,Product 300,Clothing,2023-11-05,2023-11-14,Australia,Germany,Online,14,82.01,1148.14,12.02,Delivered,3.6
AMZ15286,Customer 1006,Product 154,Home,2024-09-24,2024-10-01,Australia,India,Offline,20,144.64,2892.8,36.93,Returned,3.2
AMZ15287,Customer 1857,Product 764,Home,2023-04-10,2023-04-16,Africa,India,Online,10,499.99,4999.9,21.03,Delivered,4.1
AMZ15288,Customer 4703,Product 703,Home,2021-05-31,2021-06-04,South America,United States,Online,5,487.28,2436.4,26.48,Cancelled,3.0
AMZ15289,Customer 4040,Product 957,Electronics,2021-09-13,2021-09-22,Africa,Brazil,Offline,3,57.4,172.2,6.84,Cancelled,3.2
AMZ15290,Customer 1203,Product 68,Home,2024-08-13,2024-08-14,South America,Germany,Offline,15,247.55,3713.25,43.08,Cancelled,3.7
AMZ15291,Customer 2990,Product 635,Sports,2024-12-10,2024-12-11,Australia,Canada,Offline,3,250.82,752.46,35.47,Pending,4.1
AMZ15292,Customer 1606,Product 727,Toys,2024-09-10,2024-09-17,South America,United Kingdom,Offline,20,251.73,5034.6,9.53,Returned,3.6
AMZ15293,Customer 374,Product 558,Home,2022-10-23,2022-10-26,Africa,Australia,Offline,19,82.22,1562.18,34.27,Pending,1.4
AMZ15294,Customer 4934,Product 143,Beauty,2021-06-17,2021-06-19,North America,Brazil,Offline,12,126.2,1514.4,30.93,Cancelled,3.4
AMZ15295,Customer 2439,Product 60,Books,2021-08-08,2021-08-12,Asia,Brazil,Online,15,437.59,6563.85,31.17,Returned,1.9
AMZ15296,Customer 4375,Product 803,Toys,2024-02-01,2024-02-11,Australia,Australia,Online,7,49.91,349.37,47.87,Returned,4.5
AMZ15297,Customer 4977,Product 165,Beauty,2021-03-10,2021-03-11,Europe,United States,Online,4,123.62,494.48,7.98,Pending,4.8
AMZ15298,Customer 3052,Product 579,Clothing,2020-01-04,2020-01-14,Australia,United States,Offline,16,32.89,526.24,12.83,Pending,1.4
AMZ15299,Customer 4144,Product 261,Clothing,2022-11-13,2022-11-20,South America,United States,Offline,6,230.84,1385.04,27.15,Returned,3.7
AMZ15300,Customer 3069,Product 504,Toys,2022-10-12,2022-10-13,Asia,United States,Offline,9,44.36,399.24,14.1,Pending,3.0
AMZ15301,Customer 3611,Product 635,Home,2022-11-06,2022-11-11,Europe,Brazil,Offline,11,54.64,601.04,20.55,Cancelled,1.9
AMZ15302,Customer 1860,Product 609,Home,2021-04-07,2021-04-10,North America,Canada,Offline,15,306.83,4602.45,42.5,Cancelled,1.5
AMZ15303,Customer 1604,Product 685,Sports,2024-05-17,2024-05-20,Australia,Australia,Online,11,369.33,4062.63,22.19,Cancelled,1.2
AMZ15304,Customer 2172,Product 308,Toys,2024-05-29,2024-06-07,Europe,Germany,Online,11,447.87,4926.57,10.74,Pending,4.9
AMZ15305,Customer 1806,Product 217,Books,2024-01-26,2024-02-02,South America,Brazil,Online,15,69.94,1049.1,43.82,Cancelled,3.0
AMZ15306,Customer 2054,Product 323,Books,2024-10-12,2024-10-19,Europe,Canada,Online,4,149.32,597.28,7.5,Returned,1.1
AMZ15307,Customer 984,Product 159,Beauty,2021-07-20,2021-07-23,South America,United States,Offline,14,326.39,4569.46,42.06,Cancelled,4.2
AMZ15308,Customer 4944,Product 162,Electronics,2024-09-28,2024-09-30,Asia,Canada,Online,18,53.04,954.72,14.26,Delivered,3.8
AMZ15309,Customer 3505,Product 776,Clothing,2024-05-20,2024-05-24,Asia,Germany,Offline,12,16.58,198.96,39.71,Delivered,4.7
AMZ15310,Customer 1926,Product 577,Sports,2022-09-28,2022-10-08,Europe,Canada,Offline,13,157.74,2050.62,34.86,Delivered,4.2
AMZ15311,Customer 3849,Product 886,Beauty,2024-09-18,2024-09-24,South America,Brazil,Online,14,148.37,2077.18,32.02,Delivered,4.1
AMZ15312,Customer 1225,Product 714,Beauty,2024-06-18,2024-06-28,North America,Australia,Online,10,359.74,3597.4,15.14,Delivered,3.1
AMZ15313,Customer 739,Product 327,Electronics,2023-11-28,2023-11-29,Asia,Canada,Offline,17,250.11,4251.87,45.29,Delivered,1.1
AMZ15314,Customer 331,Product 569,Electronics,2021-02-12,2021-02-17,North America,Canada,Offline,1,223.14,223.14,28.52,Returned,4.3
AMZ15315,Customer 988,Product 300,Sports,2023-11-13,2023-11-20,Asia,Canada,Offline,13,213.5,2775.5,23.36,Delivered,4.2
AMZ15316,Customer 38,Product 541,Beauty,2021-12-27,2022-01-02,Australia,Australia,Online,20,14.57,291.4,11.89,Cancelled,2.9
AMZ15317,Customer 3528,Product 810,Clothing,2021-09-22,2021-09-29,Australia,Germany,Online,5,109.6,548.0,34.15,Returned,3.2
AMZ15318,Customer 3770,Product 294,Electronics,2021-02-04,2021-02-10,Asia,United Kingdom,Online,15,183.06,2745.9,5.79,Cancelled,2.3
AMZ15319,Customer 1656,Product 211,Electronics,2022-07-25,2022-07-26,Africa,Canada,Online,19,89.3,1696.7,5.69,Returned,2.8
AMZ15320,Customer 2487,Product 428,Clothing,2020-08-28,2020-08-29,Europe,United States,Offline,13,133.88,1740.44,21.37,Delivered,4.2
AMZ15321,Customer 2871,Product 998,Books,2021-02-26,2021-02-27,Europe,India,Online,12,233.56,2802.72,33.15,Cancelled,1.6
AMZ15322,Customer 1604,Product 803,Electronics,2024-11-24,2024-11-27,North America,United Kingdom,Offline,11,106.07,1166.77,37.78,Cancelled,4.9
AMZ15323,Customer 1519,Product 235,Electronics,2023-09-30,2023-10-01,Europe,United Kingdom,Online,17,361.58,6146.86,39.51,Returned,2.8
AMZ15324,Customer 2606,Product 682,Home,2022-04-05,2022-04-11,North America,Brazil,Online,19,339.34,6447.46,39.55,Returned,3.3
AMZ15325,Customer 1445,Product 379,Toys,2020-05-24,2020-05-30,Australia,United States,Offline,19,28.7,545.3,26.49,Delivered,4.0
AMZ15326,Customer 4990,Product 109,Toys,2020-07-26,2020-07-29,South America,United Kingdom,Offline,18,332.26,5980.68,36.06,Returned,3.6
AMZ15327,Customer 1747,Product 796,Home,2021-02-20,2021-02-22,North America,Germany,Online,15,208.26,3123.9,16.4,Cancelled,3.6
AMZ15328,Customer 1204,Product 969,Electronics,2020-09-02,2020-09-06,South America,United Kingdom,Offline,13,253.4,3294.2,19.28,Pending,4.8
AMZ15329,Customer 3033,Product 745,Clothing,2023-08-12,2023-08-15,Africa,Australia,Online,3,459.97,1379.91,15.18,Returned,2.0
AMZ15330,Customer 3348,Product 412,Toys,2021-02-24,2021-02-28,Australia,Canada,Offline,13,265.89,3456.57,37.66,Delivered,4.2
AMZ15331,Customer 3843,Product 570,Books,2024-05-29,2024-06-06,Asia,Germany,Offline,2,407.7,815.4,20.04,Returned,4.8
AMZ15332,Customer 3330,Product 394,Clothing,2021-09-06,2021-09-14,Asia,Brazil,Offline,11,55.94,615.34,30.4,Returned,4.7
AMZ15333,Customer 2190,Product 494,Electronics,2023-03-30,2023-04-04,North America,Brazil,Offline,14,284.35,3980.9,31.54,Pending,3.8
AMZ15334,Customer 424,Product 127,Beauty,2021-07-30,2021-07-31,Europe,Australia,Online,15,435.74,6536.1,28.5,Delivered,1.9
AMZ15335,Customer 3494,Product 409,Clothing,2020-07-06,2020-07-15,North America,United States,Offline,12,338.94,4067.28,26.2,Delivered,3.5
AMZ15336,Customer 2342,Product 765,Home,2023-09-27,2023-10-03,Africa,Australia,Online,10,23.94,239.4,44.12,Pending,3.2
AMZ15337,Customer 3810,Product 998,Sports,2022-09-14,2022-09-15,North America,Brazil,Offline,13,185.6,2412.8,46.72,Returned,3.4
AMZ15338,Customer 2031,Product 54,Electronics,2021-05-03,2021-05-08,Africa,Germany,Offline,2,326.44,652.88,10.44,Cancelled,1.2
AMZ15339,Customer 3084,Product 89,Electronics,2021-07-09,2021-07-13,Africa,Australia,Online,5,193.63,968.15,12.16,Delivered,3.9
AMZ15340,Customer 4545,Product 47,Electronics,2021-05-12,2021-05-20,North America,Australia,Online,10,204.46,2044.6,23.16,Delivered,4.9
AMZ15341,Customer 3196,Product 696,Clothing,2024-03-04,2024-03-08,Africa,United Kingdom,Offline,13,28.17,366.21,49.8,Cancelled,2.5
AMZ15342,Customer 4214,Product 715,Clothing,2023-08-14,2023-08-19,South America,Germany,Online,15,314.22,4713.3,12.64,Delivered,4.5
AMZ15343,Customer 3434,Product 389,Beauty,2023-06-04,2023-06-06,Africa,India,Offline,17,489.55,8322.35,6.06,Returned,1.2
AMZ15344,Customer 2507,Product 523,Clothing,2021-05-23,2021-06-02,Australia,Germany,Online,8,485.91,3887.28,9.74,Delivered,3.8
AMZ15345,Customer 4586,Product 214,Books,2023-11-17,2023-11-21,Africa,Brazil,Offline,16,225.01,3600.16,30.07,Pending,1.0
AMZ15346,Customer 1532,Product 952,Clothing,2024-12-25,2025-01-04,Africa,India,Online,4,113.7,454.8,10.05,Pending,3.6
AMZ15347,Customer 4065,Product 118,Clothing,2021-03-08,2021-03-11,Europe,India,Offline,12,97.58,1170.96,41.16,Delivered,4.2
AMZ15348,Customer 3632,Product 862,Home,2022-10-15,2022-10-22,South America,United Kingdom,Online,16,317.76,5084.16,39.45,Pending,4.9
AMZ15349,Customer 3907,Product 983,Clothing,2020-03-05,2020-03-08,Europe,United States,Online,12,251.75,3021.0,42.27,Returned,3.5
AMZ15350,Customer 1303,Product 68,Beauty,2023-02-28,2023-03-02,North America,Canada,Online,8,266.73,2133.84,23.08,Pending,4.5
AMZ15351,Customer 908,Product 408,Books,2024-04-20,2024-04-27,Asia,Australia,Online,9,162.77,1464.93,6.52,Returned,4.6
AMZ15352,Customer 303,Product 716,Books,2022-10-19,2022-10-27,Australia,India,Offline,5,123.45,617.25,47.71,Returned,3.1
AMZ15353,Customer 4227,Product 868,Home,2024-05-27,2024-05-29,Europe,Brazil,Offline,18,243.42,4381.56,16.38,Cancelled,1.7
AMZ15354,Customer 539,Product 263,Home,2020-07-10,2020-07-14,North America,United States,Online,2,169.47,338.94,23.49,Cancelled,4.4
AMZ15355,Customer 3416,Product 26,Beauty,2024-01-31,2024-02-10,Africa,India,Offline,18,268.53,4833.54,46.39,Cancelled,4.7
AMZ15356,Customer 81,Product 918,Toys,2020-09-28,2020-10-07,Africa,Canada,Offline,13,215.48,2801.24,38.85,Pending,1.7
AMZ15357,Customer 4705,Product 671,Clothing,2023-02-06,2023-02-12,South America,Germany,Online,4,74.3,297.2,23.42,Pending,4.2
AMZ15358,Customer 871,Product 962,Electronics,2022-08-17,2022-08-22,Europe,United States,Online,20,372.5,7450.0,8.05,Delivered,4.8
AMZ15359,Customer 736,Product 826,Books,2020-03-05,2020-03-13,Australia,Brazil,Offline,6,320.28,1921.68,47.28,Pending,1.7
AMZ15360,Customer 4225,Product 463,Home,2023-08-05,2023-08-13,Australia,Australia,Online,3,161.7,485.1,12.7,Returned,4.9
AMZ15361,Customer 736,Product 908,Electronics,2024-12-17,2024-12-21,North America,United Kingdom,Online,18,409.07,7363.26,7.35,Cancelled,2.2
AMZ15362,Customer 3282,Product 857,Sports,2023-06-29,2023-07-01,Africa,India,Online,16,319.63,5114.08,19.16,Delivered,3.9
AMZ15363,Customer 2748,Product 55,Books,2020-12-14,2020-12-23,Africa,India,Online,14,11.49,160.86,33.01,Returned,3.8
AMZ15364,Customer 1349,Product 175,Books,2021-08-11,2021-08-12,Australia,Germany,Online,12,290.75,3489.0,43.95,Cancelled,1.7
AMZ15365,Customer 1458,Product 688,Home,2020-02-22,2020-03-03,North America,United Kingdom,Offline,1,349.46,349.46,18.07,Returned,1.4
AMZ15366,Customer 3582,Product 796,Toys,2022-06-27,2022-06-28,Asia,United Kingdom,Offline,17,49.31,838.27,18.79,Delivered,2.3
AMZ15367,Customer 4776,Product 416,Clothing,2022-11-09,2022-11-19,Australia,Germany,Offline,3,89.96,269.88,48.0,Cancelled,2.1
AMZ15368,Customer 4511,Product 172,Sports,2021-04-07,2021-04-16,North America,United States,Offline,17,466.9,7937.3,15.45,Pending,2.4
AMZ15369,Customer 3831,Product 933,Sports,2021-02-26,2021-03-05,Asia,United Kingdom,Online,11,205.08,2255.88,16.11,Delivered,2.3
AMZ15370,Customer 4875,Product 755,Toys,2024-05-12,2024-05-18,Asia,Australia,Online,6,116.56,699.36,42.45,Cancelled,1.5
AMZ15371,Customer 4241,Product 889,Books,2023-11-02,2023-11-07,North America,India,Offline,17,449.17,7635.89,11.89,Cancelled,2.4
AMZ15372,Customer 3666,Product 458,Home,2021-06-11,2021-06-21,Asia,Australia,Offline,9,51.43,462.87,35.26,Delivered,4.9
AMZ15373,Customer 4981,Product 597,Electronics,2023-08-25,2023-09-03,North America,Canada,Online,19,398.27,7567.13,36.02,Returned,3.7
AMZ15374,Customer 2037,Product 953,Clothing,2021-08-27,2021-09-02,South America,United States,Offline,3,484.16,1452.48,40.22,Delivered,1.3
AMZ15375,Customer 623,Product 814,Clothing,2023-09-21,2023-09-24,Africa,Australia,Online,2,27.21,54.42,39.23,Delivered,4.9
AMZ15376,Customer 2629,Product 106,Clothing,2020-10-21,2020-10-25,Australia,Australia,Offline,18,265.08,4771.44,30.98,Cancelled,2.7
AMZ15377,Customer 2214,Product 886,Electronics,2021-11-09,2021-11-14,Europe,Canada,Offline,19,216.55,4114.45,39.87,Delivered,2.4
AMZ15378,Customer 2671,Product 363,Sports,2020-12-09,2020-12-17,North America,India,Online,14,81.45,1140.3,20.83,Returned,1.1
AMZ15379,Customer 851,Product 628,Sports,2023-05-23,2023-05-31,Asia,Canada,Offline,20,42.01,840.2,17.75,Cancelled,3.2
AMZ15380,Customer 1369,Product 923,Toys,2022-06-01,2022-06-07,Europe,United States,Offline,2,417.08,834.16,35.35,Delivered,1.5
AMZ15381,Customer 891,Product 243,Toys,2021-07-06,2021-07-13,Africa,Canada,Offline,7,350.13,2450.91,36.72,Cancelled,2.1
AMZ15382,Customer 3812,Product 50,Beauty,2021-04-20,2021-04-24,South America,India,Online,7,285.3,1997.1,47.06,Delivered,1.3
AMZ15383,Customer 125,Product 600,Electronics,2021-01-31,2021-02-01,Africa,Brazil,Online,9,419.75,3777.75,6.31,Pending,4.3
AMZ15384,Customer 4332,Product 964,Sports,2024-03-13,2024-03-15,Europe,United Kingdom,Offline,14,171.76,2404.64,13.08,Pending,3.8
AMZ15385,Customer 4788,Product 412,Beauty,2021-03-14,2021-03-17,North America,United States,Offline,10,69.52,695.2,34.07,Delivered,2.4
AMZ15386,Customer 1628,Product 708,Home,2022-02-26,2022-03-04,South America,India,Online,12,155.52,1866.24,49.18,Pending,3.9
AMZ15387,Customer 3268,Product 696,Beauty,2020-05-03,2020-05-07,North America,Brazil,Online,5,245.4,1227.0,44.51,Cancelled,4.8
AMZ15388,Customer 3764,Product 14,Books,2024-03-20,2024-03-27,Africa,Germany,Offline,6,243.58,1461.48,35.41,Delivered,4.8
AMZ15389,Customer 510,Product 261,Toys,2021-08-24,2021-08-29,Europe,Germany,Offline,19,417.11,7925.09,19.13,Cancelled,3.8
AMZ15390,Customer 4992,Product 414,Books,2024-08-16,2024-08-25,Africa,Brazil,Online,4,348.48,1393.92,11.67,Pending,4.8
AMZ15391,Customer 3579,Product 255,Sports,2020-10-05,2020-10-06,Australia,Germany,Online,10,282.86,2828.6,48.62,Pending,1.6
AMZ15392,Customer 608,Product 266,Toys,2021-08-11,2021-08-16,Australia,Germany,Offline,10,452.21,4522.1,49.45,Delivered,3.8
AMZ15393,Customer 3315,Product 929,Clothing,2023-08-27,2023-09-03,Africa,Germany,Online,8,99.45,795.6,5.5,Cancelled,4.6
AMZ15394,Customer 1366,Product 481,Toys,2022-11-09,2022-11-10,Australia,United States,Offline,9,327.5,2947.5,35.14,Delivered,2.2
AMZ15395,Customer 1978,Product 634,Electronics,2023-03-04,2023-03-08,North America,Germany,Online,16,250.07,4001.12,19.52,Cancelled,4.3
AMZ15396,Customer 1862,Product 506,Clothing,2021-04-01,2021-04-06,Europe,Brazil,Offline,15,76.21,1143.15,29.22,Returned,3.2
AMZ15397,Customer 560,Product 403,Books,2024-05-19,2024-05-28,Asia,India,Offline,20,477.41,9548.2,16.89,Returned,4.3
AMZ15398,Customer 1402,Product 99,Books,2022-06-30,2022-07-05,Africa,United States,Offline,2,410.97,821.94,43.08,Delivered,3.6
AMZ15399,Customer 629,Product 498,Books,2021-09-14,2021-09-18,Australia,United Kingdom,Online,13,360.73,4689.49,5.66,Pending,4.6
AMZ15400,Customer 4027,Product 711,Electronics,2021-05-07,2021-05-17,Australia,Canada,Online,8,51.88,415.04,38.43,Cancelled,1.6
AMZ15401,Customer 3312,Product 82,Toys,2021-08-03,2021-08-05,Africa,Canada,Offline,19,471.44,8957.36,33.54,Cancelled,2.2
AMZ15402,Customer 4390,Product 779,Clothing,2022-02-17,2022-02-22,North America,India,Online,16,315.34,5045.44,22.25,Pending,1.6
AMZ15403,Customer 2301,Product 446,Beauty,2022-12-08,2022-12-11,Asia,United Kingdom,Offline,6,177.71,1066.26,41.78,Returned,1.8
AMZ15404,Customer 3907,Product 711,Home,2024-07-19,2024-07-20,Australia,India,Online,6,468.8,2812.8,17.3,Cancelled,2.2
AMZ15405,Customer 4466,Product 556,Sports,2023-08-29,2023-09-04,South America,Germany,Offline,3,319.95,959.85,42.65,Returned,2.3
AMZ15406,Customer 156,Product 42,Home,2022-03-22,2022-03-26,Asia,United Kingdom,Online,6,136.64,819.84,21.22,Pending,4.0
AMZ15407,Customer 734,Product 755,Home,2024-04-17,2024-04-21,North America,United States,Online,2,122.44,244.88,41.83,Returned,3.7
AMZ15408,Customer 4279,Product 141,Beauty,2023-04-25,2023-05-02,Asia,Brazil,Offline,16,109.13,1746.08,28.77,Cancelled,3.0
AMZ15409,Customer 3545,Product 953,Clothing,2022-03-05,2022-03-15,North America,India,Online,3,49.86,149.58,36.41,Cancelled,1.4
